recording_id,audio_video,subject,month,start,end,is_subregion,is_top_3_hours,is_top_4_hours,is_surplus,position,subregion_rank,duration,region_id
audio_02_17,audio,02,17,300000,3900000,TRUE,TRUE,NA,FALSE,1,2,01:00:00,audio_02_17_300000_3900000
audio_02_17,audio,02,17,5700000,9300000,TRUE,TRUE,NA,FALSE,2,3,01:00:00,audio_02_17_5700000_9300000
audio_02_17,audio,02,17,30300000,33900000,TRUE,TRUE,NA,FALSE,3,1,01:00:00,audio_02_17_30300000_33900000
audio_03_06,audio,03,06,0,900000,FALSE,FALSE,FALSE,TRUE,NA,NA,00:15:00,audio_03_06_0_900000
audio_03_06,audio,03,06,900000,4500000,TRUE,FALSE,TRUE,FALSE,1,4,01:00:00,audio_03_06_900000_4500000
audio_03_06,audio,03,06,4500000,5700000,FALSE,FALSE,FALSE,TRUE,NA,NA,00:20:00,audio_03_06_4500000_5700000
audio_03_06,audio,03,06,5700000,9300000,TRUE,TRUE,TRUE,FALSE,2,3,01:00:00,audio_03_06_5700000_9300000
audio_03_06,audio,03,06,9300000,10132230,FALSE,FALSE,FALSE,TRUE,NA,NA,00:13:52,audio_03_06_9300000_10132230
audio_03_06,audio,03,06,11410630,15900000,FALSE,FALSE,FALSE,TRUE,NA,NA,01:14:49,audio_03_06_11410630_15900000
audio_03_06,audio,03,06,15900000,19367540,TRUE,TRUE,TRUE,FALSE,4,1,00:57:47,audio_03_06_15900000_19367540
audio_03_06,audio,03,06,27915580,29700000,FALSE,FALSE,FALSE,TRUE,NA,NA,00:29:44,audio_03_06_27915580_29700000
audio_03_06,audio,03,06,29700000,33300000,TRUE,TRUE,TRUE,FALSE,5,2,01:00:00,audio_03_06_29700000_33300000
audio_03_06,audio,03,06,33300000,35897300,FALSE,FALSE,FALSE,TRUE,NA,NA,00:43:17,audio_03_06_33300000_35897300
audio_03_06,audio,03,06,36760760,41414630,FALSE,FALSE,FALSE,TRUE,NA,NA,01:17:33,audio_03_06_36760760_41414630
audio_03_06,audio,03,06,52753170,53190390,FALSE,FALSE,FALSE,TRUE,NA,NA,00:07:17,audio_03_06_52753170_53190390
audio_03_06,audio,03,06,53668850,54311250,FALSE,FALSE,FALSE,TRUE,NA,NA,00:10:42,audio_03_06_53668850_54311250
audio_03_06,audio,03,06,55630680,55908180,FALSE,FALSE,FALSE,TRUE,NA,NA,00:04:37,audio_03_06_55630680_55908180
audio_03_07,audio,03,07,0,3600000,TRUE,FALSE,TRUE,FALSE,1,4,01:00:00,audio_03_07_0_3600000
audio_03_07,audio,03,07,3600000,6300000,FALSE,FALSE,FALSE,TRUE,NA,NA,00:45:00,audio_03_07_3600000_6300000
audio_03_07,audio,03,07,6300000,9900000,TRUE,TRUE,TRUE,FALSE,2,3,01:00:00,audio_03_07_6300000_9900000
audio_03_07,audio,03,07,9900000,10089050,FALSE,FALSE,FALSE,TRUE,NA,NA,00:03:09,audio_03_07_9900000_10089050
audio_03_07,audio,03,07,12032240,18300000,FALSE,FALSE,FALSE,TRUE,NA,NA,01:44:27,audio_03_07_12032240_18300000
audio_03_07,audio,03,07,18300000,21900000,TRUE,TRUE,TRUE,FALSE,3,1,01:00:00,audio_03_07_18300000_21900000
audio_03_07,audio,03,07,21900000,22337930,FALSE,FALSE,FALSE,TRUE,NA,NA,00:07:17,audio_03_07_21900000_22337930
audio_03_07,audio,03,07,32180160,32400000,FALSE,FALSE,FALSE,TRUE,NA,NA,00:03:39,audio_03_07_32180160_32400000
audio_03_07,audio,03,07,32400000,36000000,TRUE,TRUE,TRUE,FALSE,4,2,01:00:00,audio_03_07_32400000_36000000
audio_03_07,audio,03,07,36000000,44115740,FALSE,FALSE,FALSE,TRUE,NA,NA,02:15:15,audio_03_07_36000000_44115740
audio_03_07,audio,03,07,48303440,48366790,FALSE,FALSE,FALSE,TRUE,NA,NA,00:01:03,audio_03_07_48303440_48366790
audio_03_07,audio,03,07,48941100,48995770,FALSE,FALSE,FALSE,TRUE,NA,NA,00:00:54,audio_03_07_48941100_48995770
